clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
5,12253,0,0,0,0,1,0,1,0,0,0,0,0,0.8482957095935075,-1.6106077294112011,-1.549101056370993,1.1196701119949874,1.1075959393793116,0.8848399760075893
4,1007,0,0,1,0,0,0,0,1,0,0,0,0,-0.8119029164619365,0.23797292697266526,-0.6508494212395314,-0.880960062371615,-0.8703024666879465,-0.8452861410668102
1,3880,0,1,0,0,0,0,1,0,0,0,0,0,0.42799225995921797,1.091163999149831,-0.6508494212395314,0.5123359519194113,0.5681691013609688,0.6829919290155753
5,758,0,0,1,0,0,0,0,0,0,0,1,0,-0.8329180889436509,0.1668736709579002,-0.20172360367380052,-0.8898914470786086,-0.879292913988252,-0.8597038587090972
6,608,0,0,0,0,1,0,0,1,0,0,0,0,-1.1691608486510827,0.30907218298743033,-0.20172360367380052,-1.5686766848101346,-1.553576461511181,-1.5229188702542835
1,505,0,0,1,0,0,0,0,0,1,0,0,0,-0.9169787788705089,-0.2597218651306851,-1.549101056370993,-1.0149308329765216,-0.9602069396910033,-1.0038810351319638
2,10501,0,0,0,1,0,0,0,0,0,0,1,0,1.8990543336792316,-1.468409217381671,1.145653849023392,1.8252495038474936,1.7908699342025458,1.562472705195062
3,968,0,0,1,0,0,0,0,1,0,0,0,0,-0.7698725714985075,-0.4730196331749753,-0.6508494212395314,-0.7291265223527211,-0.7624170990842778,-0.7876152704976634
2,1753,0,0,1,0,0,1,0,0,0,0,0,0,-0.5597208466813627,0.1668736709579002,-1.0999752388052622,-0.434390827021927,-0.45674189087388356,-0.42717232944049693
5,1904,0,0,0,0,1,0,0,0,1,0,0,0,-0.6227663641265061,0.8067669750907757,-1.0999752388052622,-0.6040871364548087,-0.5736177057778578,-0.49926091765193065
5,766,0,0,0,1,0,0,0,1,0,0,0,0,-0.9169787788705089,0.6645684630612506,0.24740221389193032,-1.086381910632472,-1.0591018599943667,-1.0038810351319638
2,720,0,0,0,0,1,0,1,0,0,0,0,0,-1.0010394687973667,0.9489654871203058,-0.6508494212395314,-1.193558527116397,-1.2299203587001748,-1.1192227762702573
1,11975,0,0,0,1,0,0,0,0,0,1,0,0,2.5295095081306664,0.7356677190760106,-0.20172360367380052,2.07532827564332,2.051592905911412,2.168016846171102
7,10169,0,0,0,1,0,0,0,0,1,0,0,0,0.8482957095935075,-1.6817069854259663,1.5947796665891227,1.092875957874006,1.0716341501780886,0.8415868230807291
1,2609,0,0,1,0,0,0,1,0,0,0,0,0,-0.0973870520836441,-0.04642409708638995,-1.0999752388052622,0.1550805636396613,0.1186467363456829,0.13511865860868236
5,8922,0,0,0,0,1,0,0,1,0,0,0,0,0.44900743244093244,0.38017143900219036,-0.6508494212395314,0.5837870295753613,0.6221117851628027,0.6541564937310026
1,4751,0,0,1,0,0,0,1,0,0,0,0,0,0.44900743244093244,-1.8239054974554914,-0.6508494212395314,0.8070716472502054,0.7749493892679999,0.5388147525927092
3,1013,0,0,0,1,0,0,1,0,0,0,0,0,-0.9169787788705089,-1.0418136812930907,0.6965280314576612,-0.970273909441553,-1.0321305180934492,-1.090387340985684
1,6632,1,0,0,0,0,0,0,0,0,1,0,0,2.3403729557952353,2.0154543273417618,-0.6508494212395314,1.8163181191405002,1.7728890396019348,2.0959282579596685
4,851,0,0,1,0,0,0,1,0,0,0,0,0,-0.9379939513522234,0.09577441494313513,-0.6508494212395314,-1.068519141218484,-1.0591018599943667,-1.0471341880588236
3,7255,0,0,1,0,0,0,0,0,1,0,0,0,0.5540832948495049,0.38017143900219036,-0.6508494212395314,0.682032261352293,0.7299971527664715,0.7550805172270083
3,645,0,0,1,0,0,0,0,1,0,0,0,0,-1.0010394687973667,-0.18862260911592008,-0.6508494212395314,-1.1846271424094026,-1.1759776748983408,-1.1913113644816904
2,4037,0,0,0,0,1,0,0,1,0,0,0,0,0.2598708801055022,0.8067669750907757,-0.6508494212395314,0.42302210484947395,0.4602837337573001,0.5388147525927092
5,2052,0,0,1,0,0,0,0,1,0,0,0,0,-0.6227663641265061,0.1668736709579002,-1.0999752388052622,-0.5594302129198401,-0.5466463638769404,-0.528096352936504
5,9231,0,0,0,1,0,0,0,1,0,0,0,0,0.44900743244093244,-0.9707144252783257,0.6965280314576612,0.682032261352293,0.6490831270637202,0.5388147525927092
7,1976,0,1,0,0,0,0,0,0,1,0,0,0,-0.6227663641265061,1.5888587912531813,-1.0999752388052622,-0.6040871364548087,-0.5826081530781633,-0.42717232944049693
6,783,0,0,1,0,0,0,1,0,0,0,0,0,-1.1481456761693682,0.38017143900219036,-1.998226873936724,-1.4704314530332032,-1.4546815412078178,-1.421994846758277
3,975,0,0,1,0,0,0,0,1,0,0,0,0,-0.8329180889436509,0.09577441494313513,-1.0999752388052622,-0.8541659082506343,-0.8972738085888631,-0.8597038587090972
4,643,0,0,1,0,0,0,0,0,0,0,1,0,-0.9590091238339378,0.1668736709579002,-1.549101056370993,-1.086381910632472,-1.1130445437962004,-1.0759696233433969
1,6055,0,0,0,1,0,0,0,1,0,0,0,0,0.8482957095935075,-1.326210705352146,0.24740221389193032,1.1018073425809995,1.0536532555774776,0.8848399760075893
2,4191,0,0,0,0,1,0,1,0,0,0,0,0,0.2388557076237877,-2.1083025215145517,0.6965280314576612,0.5480614907473863,0.5951404432618854,0.2937135526738361
3,3976,0,1,0,0,0,0,0,0,1,0,0,0,0.2178405351420732,1.020064743135071,0.24740221389193032,0.3247768730725423,0.3883601553548543,0.4811438820235625
4,452,0,0,1,0,0,1,0,0,0,0,0,0,-1.1271305036876538,0.1668736709579002,-1.0999752388052622,-1.4525686836192162,-1.4456910939075123,-1.421994846758277
5,625,0,0,0,1,0,0,0,0,0,1,0,0,-1.0220546412790812,-0.2597218651306851,0.6965280314576612,-1.2292840659443722,-1.2119394640995638,-1.23456451740855
3,15520,0,0,0,1,0,0,0,0,0,0,1,0,2.5505246806123805,0.23797292697266526,0.6965280314576612,2.0842596603503134,2.024621564010495,2.081510540317382
1,2371,0,0,0,1,0,0,0,1,0,0,0,0,0.007688810324928415,-2.321600289558842,2.0439054841548536,0.3158454883655487,0.2894652350514911,0.019776917470388965
5,7602,0,0,0,1,0,0,0,0,1,0,0,0,0.47002260492264697,0.30907218298743033,1.145653849023392,0.5927184142823549,0.6311022324631083,0.6541564937310026
2,1128,0,0,0,0,1,0,1,0,0,0,0,0,-0.6227663641265061,-0.2597218651306851,2.4930313017205843,-0.5951557517478152,-0.5646272584775522,-0.6001849411479371
4,675,0,1,0,0,0,0,0,0,0,1,0,0,-1.0430698137607959,1.5177595352384163,-1.0999752388052622,-1.291803758893328,-1.3198248317032324,-1.162475929197117
2,3879,0,0,0,0,1,0,0,0,0,0,0,1,0.47002260492264697,0.9489654871203058,1.145653849023392,0.5569928754543799,0.6041308905621917,0.6974096466578616
1,15198,0,0,0,1,0,1,0,0,0,0,0,0,2.760676405429525,-2.1794017775293115,1.145653849023392,2.432583663923069,2.411210797923641,2.038257387390522
3,1073,0,0,0,1,0,0,1,0,0,0,0,0,-0.748857399016793,-0.9707144252783257,0.24740221389193032,-0.711263752938734,-0.7714075463845833,-0.8308684234245238
3,521,0,0,1,0,0,0,0,0,0,1,0,0,-0.9800242963156522,-0.40192037716021023,-1.0999752388052622,-1.139970218874434,-1.1310254383968124,-1.162475929197117
3,613,0,0,1,0,0,0,0,0,0,0,0,1,-0.8119029164619365,-0.04642409708638995,-1.0999752388052622,-0.8273717541296528,-0.8163597828861118,-0.8164507057822368
2,5030,0,0,0,0,1,0,0,1,0,0,0,0,0.42799225995921797,1.4466602792236511,-0.6508494212395314,0.4676790283844426,0.5052359702588285,0.668574211373289
3,1652,0,0,1,0,0,0,0,0,0,1,0,0,-0.3705842943459324,0.7356677190760106,-0.20172360367380052,-0.264694517589046,-0.29491383946838007,-0.19648884716391082
1,9343,0,0,0,0,1,0,1,0,0,0,0,0,1.4997660565266566,-0.4730196331749753,1.145653849023392,1.3786802684978057,1.4762042786918461,1.3462069405607617
1,3164,1,0,0,0,0,0,0,0,0,1,0,0,0.42799225995921797,1.375561023208891,-1.549101056370993,0.6195125684033365,0.4872550756582167,0.7550805172270083
2,1659,0,0,1,0,0,0,0,0,1,0,0,0,-0.39159946682764685,-0.2597218651306851,-0.6508494212395314,-0.23790036346806448,-0.21399981376562877,-0.2541597177330575
6,642,0,0,0,0,1,0,0,0,1,0,0,0,-1.0220546412790812,0.09577441494313513,-1.0999752388052622,-1.2203526812373777,-1.1939585694989518,-1.1913113644816904
2,5044,0,0,1,0,0,0,0,0,1,0,0,0,0.47002260492264697,0.30907218298743033,-0.6508494212395314,0.6552381072313115,0.6400926797634146,0.6829919290155753
1,3740,0,0,0,1,0,1,0,0,0,0,0,0,0.2178405351420732,0.38017143900219036,0.24740221389193032,0.4855417977984297,0.2894652350514911,0.4378907290967022
3,827,0,0,1,0,0,0,0,0,1,0,0,0,-0.8119029164619365,0.6645684630612506,-0.6508494212395314,-0.880960062371615,-0.861312019387641,-0.8020329881399505
4,3071,0,0,1,0,0,0,0,0,0,0,1,0,0.04971915528835718,-0.11752335310115501,-0.6508494212395314,0.28905133424456725,0.2535034458502682,0.26487811738926276
2,5186,1,0,0,0,0,0,0,1,0,0,0,0,0.5330681223677904,2.0154543273417618,-0.20172360367380052,0.5927184142823549,0.5411977594600514,0.8271691054384427
5,915,0,0,1,0,0,0,0,0,1,0,0,0,-0.8329180889436509,-0.4730196331749753,-0.20172360367380052,-0.898822831785603,-0.8523215720873347,-0.9173747292782438
3,5312,0,0,0,1,0,0,1,0,0,0,0,0,0.2178405351420732,-1.6106077294112011,0.24740221389193032,0.5391301060403927,0.496245522958523,0.3081312703161224
1,876,0,0,0,1,0,0,1,0,0,0,0,0,-0.8119029164619365,-0.3308211211454502,-0.20172360367380052,-0.8005776000086713,-0.8433311247870292,-0.8452861410668102
1,421,0,0,0,1,0,0,0,0,1,0,0,0,-1.0010394687973667,0.6645684630612506,0.24740221389193032,-1.2292840659443722,-1.2029490167992583,-1.14805821155483
3,4257,0,0,1,0,0,0,0,0,1,0,0,0,0.2388557076237877,0.38017143900219036,-0.20172360367380052,0.40515933543548605,0.4602837337573001,0.4811438820235625
6,2484,0,0,0,0,1,0,0,0,0,0,1,0,-0.2024629144922166,-1.6106077294112011,0.24740221389193032,0.04790394715573609,0.07369449984415367,-0.12440025895247712
6,1012,0,0,0,1,0,0,1,0,0,0,0,0,-1.0220546412790812,0.024675158928370067,0.6965280314576612,-1.2471468353583592,-1.274872595201704,-1.248982235050837
2,6573,0,0,0,1,0,0,0,0,0,1,0,0,0.869310882075222,-1.397309961366911,0.24740221389193032,1.092875957874006,1.0536532555774776,0.8704222583653017
1,11951,0,0,1,0,0,0,0,0,0,0,0,1,2.5925550255758094,1.020064743135071,-1.0999752388052622,2.021739967401357,2.069573800512023,2.1968522814556746
5,3822,0,0,0,1,0,0,0,1,0,0,0,0,-0.0973870520836441,0.45127069501695544,-0.20172360367380052,0.13721779422567337,0.019751816042319716,0.13511865860868236
2,3780,0,0,0,1,0,0,0,0,1,0,0,0,0.512052949886076,-1.0418136812930907,0.24740221389193032,0.7802774931292239,0.738987600066777,0.6109033408041422
6,1069,0,0,1,0,0,1,0,0,0,0,0,0,-1.0430698137607959,-0.3308211211454502,-0.20172360367380052,-1.2560782200653529,-1.292853489802315,-1.2922353879776967
3,2990,0,0,0,0,1,0,0,0,1,0,0,0,-0.0763718796019296,0.23797292697266526,-1.549101056370993,0.13721779422567337,0.19057031474812872,0.19278952917782904
2,1103,1,0,0,0,0,0,0,0,1,0,0,0,-0.6227663641265061,3.792935727710863,0.6965280314576612,-0.6844695988177525,-0.7983788882855007,-0.3550837412290639
6,826,0,0,1,0,0,0,1,0,0,0,0,0,-1.0430698137607959,0.45127069501695544,-1.0999752388052622,-1.2560782200653529,-1.2479012533007867,-1.2057290821239768
2,612,0,0,1,0,0,0,0,0,1,0,0,0,-1.0010394687973667,-0.6863174012192705,-0.6508494212395314,-1.1131760647534525,-1.157996780297729,-1.1913113644816904
4,1939,0,0,1,0,0,0,0,1,0,0,0,0,-0.5597208466813627,-0.6863174012192705,-1.0999752388052622,-0.4165280576079398,-0.3848183124714378,-0.4704254823673573
3,2258,0,0,1,0,0,0,0,0,0,0,0,1,-0.1394173970470731,0.1668736709579002,-0.6508494212395314,0.03004117774174816,0.05571360524354262,0.06303007039724931
2,2523,0,0,1,0,0,0,0,0,0,1,0,0,-0.0973870520836441,0.8067669750907757,-0.20172360367380052,0.021109793034754593,0.06470405254384815,0.13511865860868236
3,3326,0,0,1,0,0,0,0,0,0,0,0,1,0.34393157003235997,-0.18862260911592008,-0.20172360367380052,0.5301987213333992,0.5681691013609688,0.5243970349504222
2,2442,0,0,1,0,0,0,0,0,0,0,1,0,-0.013326362156786085,-0.11752335310115501,-0.20172360367380052,0.19080610246763638,0.24451299854996267,0.20720724682011604
3,1966,0,0,0,1,0,0,0,0,0,0,1,0,-0.2024629144922166,0.8778662311055407,1.145653849023392,-0.0949982081561642,-0.12409534076257189,-0.00905851781418438
3,2623,0,1,0,0,0,0,0,0,1,0,0,0,-0.1814477420105021,1.7310573032827115,0.24740221389193032,-0.0949982081561642,-0.12409534076257189,0.09186550568182265
3,1048,0,0,0,1,0,0,1,0,0,0,0,0,-0.7698725714985075,-0.11752335310115501,0.6965280314576612,-0.7916462153016777,-0.8253502301864181,-0.8164507057822368
4,1665,0,0,1,0,0,0,0,0,0,1,0,0,-0.5807360191630772,-0.04642409708638995,-1.0999752388052622,-0.49691051997088354,-0.4657323381741891,-0.48484320000964365
7,2632,0,0,0,0,1,0,0,1,0,0,0,0,-0.43362981179107585,-1.326210705352146,2.4930313017205843,-0.2557631328820516,-0.2319807083662406,-0.3839191765136373
3,3440,0,0,1,0,0,1,0,0,0,0,0,0,-0.1394173970470731,0.1668736709579002,-0.6508494212395314,0.012178408327761021,0.046723157943237094,0.04861235275496231
2,2596,0,0,0,1,0,0,0,1,0,0,0,0,-0.2024629144922166,-1.6817069854259663,0.6965280314576612,0.06576671656972323,0.019751816042319716,-0.15323569423705047
7,11518,0,0,0,0,1,0,1,0,0,0,0,0,0.5540832948495049,0.6645684630612506,0.24740221389193032,0.6731008766452995,0.7299971527664715,0.7839159525115823
5,2658,0,0,0,1,0,0,0,0,1,0,0,0,-0.26550843193735985,-1.1840121933226158,1.145653849023392,-0.05927266932818912,-0.13308578806287744,-0.22532428244848415
6,1389,0,0,0,1,0,0,0,1,0,0,0,0,-0.790887743980222,-0.8996151692635607,0.24740221389193032,-0.7916462153016777,-0.8253502301864181,-0.8885392939936705
4,8759,0,0,1,0,0,0,0,0,1,0,0,0,0.869310882075222,0.6645684630612506,-1.549101056370993,0.9499738025621056,0.9907201244753373,1.0578525877150282
5,766,0,0,1,0,0,1,0,0,0,0,0,0,-1.0220546412790812,-0.11752335310115501,-0.6508494212395314,-1.2382154506513656,-1.2119394640995638,-1.2201467997662636
2,5549,0,0,1,0,0,0,0,1,0,0,0,0,0.47002260492264697,-1.1840121933226158,0.6965280314576612,0.7713461084222303,0.7479780473670825,0.5964856231618559
3,911,0,0,1,0,0,0,1,0,0,0,0,0,-1.0430698137607959,-0.2597218651306851,0.6965280314576612,-1.2739409894793408,-1.3108343844029269,-1.3066531056199837
7,863,0,0,1,0,0,0,0,0,0,1,0,0,-0.9590091238339378,0.09577441494313513,-1.998226873936724,-1.0953132953394653,-1.086073201895284,-1.0759696233433969
1,5951,0,0,1,0,0,0,0,0,0,1,0,0,0.911341227038651,-0.8285159132487956,-0.20172360367380052,1.1196701119949874,1.0896150447787005,0.9857639995035952
1,12423,0,0,0,0,1,0,0,0,0,1,0,0,2.5505246806123805,0.30907218298743033,2.4930313017205843,2.039602736815344,1.9796693275089658,2.0526751050328085
1,13460,0,0,0,1,0,0,0,0,0,1,0,0,2.7816915779112406,-0.18862260911592008,0.6965280314576612,2.262887354490188,2.231401851917527,2.1968522814556746
4,7903,0,0,0,1,0,0,0,0,0,0,0,1,1.688902608862087,0.5934692070464855,0.6965280314576612,1.5930335014656563,1.5031756205927636,1.6201435757642089
3,2793,0,0,1,0,0,0,0,0,0,1,0,0,-0.1394173970470731,0.6645684630612506,-1.0999752388052622,-0.005684361086226911,0.02874226334262524,0.09186550568182265
1,4452,0,0,0,1,0,0,0,1,0,0,0,0,0.42799225995921797,-0.3308211211454502,1.5947796665891227,0.5927184142823549,0.5681691013609688,0.5388147525927092
4,14399,0,0,0,1,0,0,0,0,0,0,0,1,3.2650405449906734,-0.7574166572340305,1.145653849023392,2.6022799733559516,2.582029296629449,2.441953481374549
4,7437,0,1,0,0,0,1,0,0,0,0,0,0,0.827280537111793,1.4466602792236511,-1.0999752388052622,0.851728570785174,0.8199016257695283,1.0290171524304554
4,3793,0,0,1,0,0,0,0,1,0,0,0,0,0.007688810324928415,-0.40192037716021023,-0.6508494212395314,0.25332579541659217,0.2265321039493516,0.19278952917782904
3,6720,0,0,0,1,0,0,1,0,0,0,0,0,0.42799225995921797,-0.18862260911592008,0.24740221389193032,0.6195125684033365,0.5951404432618854,0.5820679055195689
3,1577,0,0,0,1,0,0,0,0,1,0,0,0,-0.5807360191630772,0.23797292697266526,0.24740221389193032,-0.48797913526389,-0.519675021976023,-0.4704254823673573
1,10571,0,0,1,0,0,0,0,1,0,0,0,0,1.604841918935229,-0.40192037716021023,-1.0999752388052622,1.5573079626376811,1.6560132246979606,1.533637269910488
5,6194,0,1,0,0,0,0,0,0,0,1,0,0,0.42799225995921797,1.375561023208891,-2.447352691502455,0.6105811836963428,0.5681691013609688,0.769498234869296
2,7203,0,0,0,1,0,0,1,0,0,0,0,0,0.869310882075222,0.5934692070464855,0.24740221389193032,0.9499738025621056,0.9817296771750318,1.0434348700727418
6,11088,0,0,0,0,1,0,0,0,0,0,1,0,1.4997660565266566,0.8778662311055407,0.6965280314576612,1.351886114376825,1.4132711475897057,1.5048018346259153
4,706,0,0,0,0,1,0,0,0,1,0,0,0,-0.9379939513522234,0.5223699510317205,-1.0999752388052622,-1.086381910632472,-1.0591018599943667,-1.0182987527742502
4,675,0,0,0,1,0,0,0,0,0,1,0,0,-1.0430698137607959,0.5934692070464855,0.6965280314576612,-1.2739409894793408,-1.3198248317032324,-1.23456451740855
1,683,0,0,0,1,0,1,0,0,0,0,0,0,-0.8119029164619365,-0.40192037716021023,0.6965280314576612,-0.8541659082506343,-0.8343406774867237,-0.8741215763513835
2,16397,0,0,0,0,1,0,0,0,0,0,1,0,2.9287977852832414,-0.7574166572340305,1.145653849023392,2.4415150486300643,2.402220350623335,2.283358587309395
5,15137,0,0,1,0,0,0,0,0,1,0,0,0,1.5417964014900856,-0.40192037716021023,-0.20172360367380052,1.4947882696887254,1.5391374097939863,1.4327132464144823
3,7727,0,0,1,0,0,0,0,1,0,0,0,0,0.680174329739792,0.09577441494313513,-1.0999752388052622,0.8963854943201435,0.8558634149707512,0.8848399760075893
3,2903,0,0,0,1,0,0,1,0,0,0,0,0,-0.1604325695287876,-0.4730196331749753,0.6965280314576612,0.06576671656972323,0.019751816042319716,-0.00905851781418438
2,11489,0,0,0,1,0,1,0,0,0,0,0,0,1.4787508840449421,-0.8996151692635607,0.6965280314576612,1.5305138085167005,1.4941851732924571,1.3750423758453356
5,505,0,1,0,0,0,0,1,0,0,0,0,0,-1.1901760211327972,0.30907218298743033,1.145653849023392,-1.631196377759091,-1.6075191453130153,-1.5805897408234302
2,628,0,0,1,0,0,0,1,0,0,0,0,0,-0.8539332614253654,-0.4730196331749753,-1.0999752388052622,-0.880960062371615,-0.879292913988252,-0.9173747292782438
5,2695,0,0,0,0,1,0,0,0,0,1,0,0,-0.1814477420105021,0.8778662311055407,-0.6508494212395314,-0.08606682344917062,-0.04318131505982056,0.03419463511267596
1,3692,0,0,0,1,0,0,0,0,0,0,1,0,0.6591591572580775,-0.3308211211454502,0.6965280314576612,0.8606599554921683,0.8109111784692228,0.7983336701538687
2,2333,0,0,0,1,0,0,0,1,0,0,0,0,-0.2024629144922166,0.5223699510317205,0.6965280314576612,-0.06820405403518269,-0.05217176236012609,0.005359199828102614
3,2450,0,0,1,0,0,0,0,0,0,1,0,0,-0.1814477420105021,-0.6152181452045055,-1.0999752388052622,0.03004117774174816,0.01076136874201419,-0.05231167074104408
4,454,0,0,1,0,0,0,0,0,1,0,0,0,-1.1481456761693682,0.6645684630612506,-0.6508494212395314,-1.5329511459821599,-1.517614672309958,-1.4652479996851369
2,10450,1,0,0,0,0,0,0,1,0,0,0,0,1.4787508840449421,1.8021565592974715,0.24740221389193032,1.1732584202369496,1.2244717542832857,1.4471309640567687
4,675,0,0,0,1,0,0,0,0,0,1,0,0,-1.0430698137607959,-0.3308211211454502,0.24740221389193032,-1.2560782200653529,-1.292853489802315,-1.2922353879776967
3,2742,0,0,1,0,0,0,0,0,0,0,0,1,0.07073432777007169,0.38017143900219036,-1.0999752388052622,0.25332579541659217,0.27148434045088005,0.3081312703161224
3,2536,0,0,1,0,0,0,0,0,1,0,0,0,-0.2024629144922166,0.23797292697266526,-0.20172360367380052,-0.05927266932818912,-0.025200420459208714,-0.00905851781418438
5,11166,0,0,1,0,0,0,1,0,0,0,0,0,0.596113639812934,-0.5441188891897404,-0.6508494212395314,0.8160030319571989,0.8468729676704457,0.7550805172270083
2,841,0,0,1,0,0,0,0,0,0,0,1,0,-0.6647967090899352,0.09577441494313513,-1.998226873936724,-0.5951557517478152,-0.5826081530781633,-0.5713495058633636
4,7240,0,0,1,0,0,0,0,1,0,0,0,0,0.44900743244093244,0.30907218298743033,-0.20172360367380052,0.6731008766452995,0.5951404432618854,0.668574211373289
2,18069,0,1,0,0,0,0,0,1,0,0,0,0,2.5295095081306664,0.7356677190760106,2.0439054841548536,2.030671352108351,2.069573800512023,2.1535991285288154
3,6854,0,0,0,1,0,0,1,0,0,0,0,0,0.47002260492264697,-2.3926995455736066,-0.20172360367380052,0.8160030319571989,0.7749493892679999,0.4667261643812755
3,723,0,0,1,0,0,0,1,0,0,0,0,0,-0.9800242963156522,0.38017143900219036,-0.20172360367380052,-1.1846271424094026,-1.1669872275980353,-1.1336404939125437
1,3670,0,0,1,0,0,0,0,0,0,1,0,0,0.701189502221506,-0.8285159132487956,-0.20172360367380052,0.9499738025621056,0.9367774406735025,0.8271691054384427
2,1073,0,1,0,0,0,0,0,0,0,1,0,0,-0.5807360191630772,1.304461767194126,2.0439054841548536,-0.5504988282128458,-0.6185699422793862,-0.44159004708278393
4,7523,0,0,0,1,0,0,0,0,1,0,0,0,0.596113639812934,0.8778662311055407,0.6965280314576612,0.7445519543012488,0.6940353635652485,0.8271691054384427
1,617,0,1,0,0,0,1,0,0,0,0,0,0,-0.790887743980222,-0.7574166572340305,1.5947796665891227,-0.8452345235436399,-0.7983788882855007,-0.8885392939936705
4,1087,0,0,1,0,0,0,0,0,1,0,0,0,-0.8329180889436509,-0.2597218651306851,-1.0999752388052622,-0.8541659082506343,-0.8523215720873347,-0.8741215763513835
1,4735,0,0,0,1,0,0,0,0,0,0,1,0,0.8903260545569365,-0.18862260911592008,1.5947796665891227,1.039287649632043,0.9907201244753373,0.9857639995035952
3,596,0,0,1,0,0,0,0,0,1,0,0,0,-0.9590091238339378,-0.18862260911592008,-0.6508494212395314,-1.1221074494604468,-1.104054096495895,-1.1192227762702573
2,9697,0,0,0,1,0,0,0,0,0,1,0,0,1.4787508840449421,0.45127069501695544,0.24740221389193032,1.4322685767397687,1.3952902529890947,1.4759663993413414
6,1792,1,0,0,0,0,1,0,0,0,0,0,0,-0.6227663641265061,2.9397446555337026,2.9421571192863154,-0.7201951376457275,-0.6275603895796917,-0.3695014588713509
4,802,0,0,0,1,0,0,0,0,1,0,0,0,-1.0220546412790812,0.8778662311055407,-0.20172360367380052,-1.2560782200653529,-1.3018439371026205,-1.1913113644816904
3,2376,0,0,1,0,0,0,0,0,0,1,0,0,-0.1604325695287876,0.7356677190760106,-0.20172360367380052,0.012178408327761021,-0.025200420459208714,0.07744778803953566
3,471,0,0,0,0,1,0,0,0,1,0,0,0,-1.0640849862425104,0.1668736709579002,-1.0999752388052622,-1.327529297721303,-1.3108343844029269,-1.3066531056199837
2,4204,0,0,0,1,0,0,0,1,0,0,0,0,0.2388557076237877,0.23797292697266526,-0.6508494212395314,0.458747643677449,0.4243219445560772,0.4667261643812755
2,6405,0,0,1,0,0,0,0,0,0,0,1,0,0.785250192148364,-0.04642409708638995,-0.6508494212395314,0.8963854943201435,0.9457678879738088,0.9136754112921621
6,2922,0,0,1,0,0,0,0,1,0,0,0,0,-0.5597208466813627,-0.11752335310115501,-0.6508494212395314,-0.434390827021927,-0.49270368007510645,-0.4704254823673573
6,2460,0,0,1,0,0,1,0,0,0,0,0,0,-0.6858118815716496,0.23797292697266526,-1.0999752388052622,-0.6666068294037646,-0.6455412841803035,-0.6290203764325104
7,985,0,0,1,0,0,0,0,1,0,0,0,0,-0.9590091238339378,0.38017143900219036,-1.549101056370993,-1.1131760647534525,-1.0950636491955894,-1.0615519057011107
1,1181,0,0,0,0,1,0,1,0,0,0,0,0,-0.6227663641265061,1.091163999149831,-0.6508494212395314,-0.5683615976268337,-0.6095794949790807,-0.4704254823673573
4,18206,0,0,0,1,0,0,0,0,0,0,1,0,2.5505246806123805,0.8067669750907757,0.6965280314576612,2.0574655062293314,1.9886597748092723,2.1391814108865277
3,625,0,0,0,1,0,0,0,1,0,0,0,0,-1.0220546412790812,-0.40192037716021023,0.24740221389193032,-1.2292840659443722,-1.2209299113998693,-1.248982235050837
2,5504,0,0,0,1,0,0,0,0,0,0,1,0,0.9743867444837945,-0.6152181452045055,0.24740221389193032,1.128601496701981,1.0896150447787005,1.014599434788169
1,403,0,0,1,0,0,0,0,0,0,0,1,0,-0.9800242963156522,-0.40192037716021023,-0.6508494212395314,-1.104244680046459,-1.104054096495895,-1.1336404939125437
5,1088,0,0,1,0,0,0,0,1,0,0,0,0,-0.8329180889436509,0.45127069501695544,-0.6508494212395314,-0.898822831785603,-0.8882833612885576,-0.8452861410668102
5,775,0,0,1,0,0,0,0,0,1,0,0,0,-0.9590091238339378,0.5934692070464855,-1.549101056370993,-1.1489016035814277,-1.1310254383968124,-1.0759696233433969
1,4678,0,0,1,0,0,0,0,1,0,0,0,0,0.5750984673312195,-0.18862260911592008,-0.20172360367380052,0.7534833390082432,0.7839398365683055,0.740662799584722
5,971,0,0,0,1,0,1,0,0,0,0,0,0,-0.8959636063887944,-0.7574166572340305,0.6965280314576612,-0.9792052941485466,-0.9602069396910033,-1.0327164704165372
4,3199,0,0,1,0,0,0,0,1,0,0,0,0,-0.2024629144922166,0.45127069501695544,-0.6508494212395314,-0.05034128462119555,-0.07015265696073714,-0.00905851781418438
1,18117,0,0,0,1,0,0,1,0,0,0,0,0,2.5715398530940954,-0.5441188891897404,0.6965280314576612,2.191436276834238,2.150487826214774,2.067092822675095
1,4556,0,0,1,0,0,0,0,0,0,1,0,0,0.701189502221506,0.1668736709579002,-0.20172360367380052,0.905316879027137,0.8199016257695283,0.8848399760075893
3,6518,0,0,0,0,1,0,1,0,0,0,0,0,0.42799225995921797,0.5934692070464855,1.145653849023392,0.5569928754543799,0.6041308905621917,0.6541564937310026
4,7587,0,0,1,0,0,0,0,0,1,0,0,0,0.49103777740436144,-0.04642409708638995,-0.6508494212395314,0.6641694919383051,0.721006705466166,0.6829919290155753
6,1008,0,0,1,0,0,0,0,0,1,0,0,0,-0.8539332614253654,0.024675158928370067,-1.3694507293447014,-0.9256169859065836,-0.8972738085888631,-0.8885392939936705
